target_id	length	eff_length	est_counts	tpm
Ipk1-PA	1866	1733.59	0	0
Ipk1-PB	2151	2018.59	57.9303	0.194168
Ipk1-PD	1731	1598.59	34.4144	0.145654
Ipk1-PC	2148	2015.59	46.6553	0.15661
Cib2-PB	570	437.595	4	0.0618457
CAH15-PA	999	866.595	0	0
Rx-PB	2714	2581.59	1	0.0026208
CG9344-PA	240	110.819	92	5.61686
CG10543-PA	4905	4772.59	0	0
CG10543-PD	4896	4763.59	0	0
CG10543-PE	4905	4772.59	0	0
CG10543-PF	4908	4775.59	0	0
CG10543-PG	5001	4868.59	320	0.444701
CG9346-PA	2874	2741.59	429	1.05871
RIC-3-PD	1398	1265.59	1.68709	0.00901916
RIC-3-PC	1518	1385.59	2.20717	0.0107776
RIC-3-PE	1446	1313.59	2.61919e-08	1.34905e-10
RIC-3-PG	1518	1385.59	2.20717	0.0107776
RIC-3-PH	1371	1238.59	6.40825	0.0350051
RIC-3-PI	1272	1139.59	0	0
RIC-3-PJ	1419	1286.59	0	0
RIC-3-PK	1179	1046.59	0	0
RIC-3-PL	1326	1193.59	0	0
RIC-3-PM	1278	1145.59	14.4586	0.0853919
RIC-3-PN	1425	1292.59	4.75344	0.024881
RIC-3-PO	1251	1118.59	5.52274	0.0334044
RIC-3-PP	1158	1025.59	13.6441	0.09001
RIC-3-PQ	1305	1172.59	3.94013	0.0227344
RIC-3-PR	1419	1286.59	0	0
RIC-3-PS	1518	1385.59	2.20717	0.0107776
RIC-3-PT	1029	896.595	2.50556	0.0189073
RIC-3-PU	1278	1145.59	14.4586	0.0853919
RIC-3-PV	1011	878.595	0	0
ND-B14.7-PA	513	380.595	990	17.5993
cpa-PA	861	728.595	1311	12.1741
mRpL54-PA	399	266.65	146	3.70452
Cht8-PA	1431	1298.59	2	0.0104202
Treh-PE	1683	1550.59	220.034	0.960093
Treh-PD	1683	1550.59	220.034	0.960093
Treh-PA	1683	1550.59	220.034	0.960093
Treh-PB	1548	1415.59	0	0
Treh-PC	1791	1658.59	107.432	0.438243
Treh-PF	1791	1658.59	107.432	0.438243
Treh-PG	1683	1550.59	220.034	0.960093
CG10527-PA	891	758.595	583.724	5.20618
Cht9-PA	1107	974.595	0	0
Cht4-PA	1389	1256.59	666	3.58592
Cht12-PA	1413	1280.59	11	0.0581169
CG15653-PA	513	380.595	7	0.124439
shg-PA	4524	4391.59	293	0.451406
Sou-PA	1299	1166.59	812	4.70932
grau-PA	1713	1580.59	279	1.19428
CG30291-PA	1530	1397.59	1632	7.90061
dgt3-PB	1698	1565.59	24	0.103718
CG3216-PC	3486	3353.59	0	0
CG3216-PD	3291	3158.59	4	0.00856816
CG15651-PA	1719	1586.59	0	0
CG15650-PA	438	305.595	0	0
CG15650-PB	438	305.595	0	0
hbn-PA	1230	1097.59	0	0
otp-PC	816	683.595	0	0
otp-PE	1230	1097.59	0	0
otp-PF	942	809.595	0	0
otp-PG	795	662.595	0	0
otp-PH	921	788.595	0	0
otp-PI	1104	971.595	0	0
otp-PJ	1125	992.595	0	0
otp-PK	1251	1118.59	0	0
otp-PL	1146	1013.59	0	0
Dso1-PA	129	25.2804	7.5	2.00724
Dso1-PB	129	25.2804	7.5	2.00724
CG9993-PA	1632	1499.59	0	0
CG17999-PA	1638	1505.59	0	0
insc-PA	2580	2447.59	11	0.0304071
sktl-PA	2379	2246.59	143	0.430659
sktl-PB	2379	2246.59	143	0.430659
sktl-PC	2379	2246.59	143	0.430659
CG9394-PA	2040	1907.59	256	0.907979
CG9394-PB	2040	1907.59	256	0.907979
mago-PA	444	311.595	192	4.16901
CG9406-PA	561	428.595	14	0.221005
Xbp1-PD	924	791.595	1189.5	10.1667
Xbp1-PE	1497	1364.59	10733.5	53.2181
Hmg-2-PA	1131	998.595	124	0.840145
hng1-PA	948	815.595	182	1.5098
Pu-PB	822	689.595	0	0
Pu-PC	927	794.595	0	0
Pu-PA	975	842.595	20	0.160595
tud-PA	7548	7415.59	5436.45	4.96011
tud-PB	7539	7406.59	53.5478	0.0489153
Lapsyn-PA	1032	899.595	12	0.0902519
MFS16-PA	1587	1454.59	0	0
MFS16-PB	1701	1568.59	2298	9.91199
MFS16-PC	1587	1454.59	0	0
MFS16-PD	1587	1454.59	0	0
RpL29-PA	231	102.458	2506.67	165.528
RpL29-PB	231	102.458	2506.67	165.528
RpL29-PD	231	102.458	2506.67	165.528
dom-PD	9552	9419.59	1038.18	0.745698
dom-PA	9597	9464.59	454.336	0.324786
dom-PE	7494	7361.59	476.482	0.437921
dom-PG	9702	9569.59	0	0
BBS9-PD	2874	2741.59	4	0.00987139
Acox57D-p-PA	2034	1901.59	11	0.0391378
Acox57D-p-PB	2034	1901.59	11	0.0391378
Acox57D-d-PA	2034	1901.59	268	0.953539
eEFSec-PA	1536	1403.59	64	0.308503
CG10795-PA	537	404.595	16.1351	0.26982
CG10795-PB	612	479.595	159.865	2.25528
cv-2-PA	2256	2123.59	4	0.0127441
CG17974-PA	780	647.595	0	0
CG9822-PA	792	659.595	0	0
CG30394-PA	2496	2363.59	281	0.804368
CG30394-PB	2496	2363.59	281	0.804368
Panx-PA	1626	1493.59	65	0.294444
CG9752-PA	1032	899.595	2	0.015042
Sgf29-PA	870	737.595	45	0.412778
Sgf29-PB	870	737.595	45	0.412778
CG30392-PA	672	539.595	562.5	7.05304
CG30392-PB	672	539.595	562.5	7.05304
CG10505-PA	3939	3806.59	2	0.0035548
CG30393-PA	1065	932.595	0	0
CG30391-PA	1017	884.595	0	0
ASPP-PA	3063	2930.59	0	0
ASPP-PB	3210	3077.59	74.8987	0.164659
ASPP-PC	3141	3008.59	630.101	1.417
Ugt49C1-PA	1593	1460.59	2.5	0.0115806
Ugt49C1-PB	1593	1460.59	2.5	0.0115806
Ugt49B1-PA	1599	1466.59	555	2.56038
CG4286-PA	660	527.595	1	0.0128239
CG4266-PA	3648	3515.59	491.804	0.946488
CG4266-PB	3921	3788.59	1.43015	0.00255403
CG4266-PD	3639	3506.59	3.99734e-06	7.71271e-09
CG4266-PC	1239	1106.59	6.76548	0.0413649
CG30389-PA	2943	2810.59	3.23365e-06	7.78424e-09
CG30389-PC	2943	2810.59	3.23365e-06	7.78424e-09
CG30389-PE	3114	2981.59	195.743	0.444181
CG30389-PF	3030	2897.59	369.257	0.862208
CG30389-PD	2943	2810.59	3.23365e-06	7.78424e-09
CG15657-PA	342	210.046	1	0.0322112
CG15657-PB	342	210.046	1	0.0322112
Magi-PA	3609	3476.59	443.667	0.863425
Magi-PB	3609	3476.59	443.667	0.863425
Magi-PC	3609	3476.59	443.667	0.863425
Tmtc3-PA	2781	2648.59	163	0.416384
Tmtc3-PB	2781	2648.59	163	0.416384
CG4038-PA	714	581.595	394	4.5835
Rbpn-5-PA	1944	1811.59	395	1.47522
Sara-PA	4032	3899.59	394	0.683594
Egfr-PA	4134	4001.59	412	0.696604
Egfr-PB	4281	4148.59	0	0
CG30222-PE	1119	986.595	39.9716	0.274116
CG30222-PF	576	443.595	4.02748	0.0614284
CG30222-PG	1128	995.595	0.000887299	6.02989e-06
CG33225-PB	879	746.595	9	0.0815604
CG33225-PC	924	791.595	0	0
mahj-PA	4635	4502.59	432	0.649146
mahj-PB	4635	4502.59	432	0.649146
CG15674-PA	1338	1205.59	0	0
CG15674-PB	1338	1205.59	0	0
CG10321-PA	2508	2375.59	0	0
CG10321-PB	2568	2435.59	569	1.58063
CG10082-PA	2709	2576.59	382.383	1.00409
CG10082-PB	2019	1886.59	0	0
ND-B12-PA	333	201.108	187.6	6.31139
ND-B12-PB	333	201.108	187.6	6.31139
ND-B12-PC	333	201.108	187.6	6.31139
ND-B12-PD	333	201.108	187.6	6.31139
ND-B12-PE	333	201.108	187.6	6.31139
NC2alpha-PA	1026	893.595	163	1.23415
CG15676-PA	549	416.595	0	0
CG15676-PB	549	416.595	0	0
stum-PB	5613	5480.59	154.766	0.191059
stum-PD	5613	5480.59	154.766	0.191059
stum-PE	1275	1142.59	14.469	0.0856775
eIF3k-PA	669	536.595	4333	54.6341
CG10307-PA	1026	893.595	9	0.0681434
CG10307-PB	1026	893.595	9	0.0681434
Ppcdc-PA	576	443.595	38	0.579588
Ppcdc-PB	576	443.595	38	0.579588
HmgZ-PB	336	204.108	211	6.99429
HmgZ-PA	336	204.108	211	6.99429
HmgZ-PC	336	204.108	211	6.99429
HmgZ-PD	336	204.108	211	6.99429
Tim10-PB	279	148.154	189	8.63117
Tim10-PA	279	148.154	189	8.63117
CG30285-PA	339	207.067	5	0.163373
PIG-M-PA	1401	1268.59	185.5	0.989334
PIG-M-PB	1401	1268.59	185.5	0.989334
pirk-PA	594	461.595	11	0.161233
pirk-PB	594	461.595	11	0.161233
Rae1-PA	1041	908.595	232	1.72759
CG30284-PA	1062	929.595	0	0
CG30284-PB	978	845.595	3	0.0240038
PTP-ER-PA	4134	4001.59	315	0.532598
clt-PA	1689	1556.59	66	0.286873
CG18870-PA	1008	875.595	9.5	0.0734078
CG18870-PB	1008	875.595	9.5	0.0734078
CG15673-PC	615	482.595	213	2.9862
CG10433-PA	384	251.65	1055.74	28.3846
CG10433-PB	297	165.722	87.5118	3.5728
CG10433-PC	384	251.65	1055.74	28.3846
twz-PA	1017	884.595	0	0
twz-PB	1104	971.595	48	0.334255
CG30283-PB	822	689.595	2	0.0196227
CG33226-PC	879	746.595	0	0
CG30287-PA	855	722.595	1	0.00936326
CG30286-PB	834	701.595	0	0
CG30286-PC	459	326.595	0	0
CG30289-PA	951	818.595	1	0.00826519
CG30288-PC	849	716.595	0	0
CG10494-PB	1335	1202.59	0	0
CG10494-PA	1572	1439.59	35	0.164494
TAF1C-like-PA	2529	2396.59	317	0.894925
Fkbp14-PA	651	518.595	2937	38.3175
Fkbp14-PC	651	518.595	2937	38.3175
Fkbp14-PE	651	518.595	2937	38.3175
Fkbp14-PF	651	518.595	2937	38.3175
Fkbp14-PD	663	530.595	105.003	1.33894
Sdc-PA	1200	1067.59	0	0
Sdc-PB	681	548.595	7.76141	0.0957218
Sdc-PD	1197	1064.59	108.93	0.692286
Sdc-PG	228	99.8514	0	0
Sdc-PH	801	668.595	0	0
Sdc-PI	1485	1352.59	0	0
Sdc-PJ	1488	1355.59	79.5601	0.397088
Sdc-PK	969	836.595	112.233	0.907667
Sdc-PL	1227	1094.59	332.516	2.05532
HmgD-PA	339	207.067	28.25	0.923058
HmgD-PB	339	207.067	28.25	0.923058
HmgD-PC	339	207.067	28.25	0.923058
HmgD-PD	339	207.067	28.25	0.923058
CG30398-PA	804	671.595	4	0.0402972
LBR-PB	2151	2018.59	0	0
LBR-PA	2151	2018.59	0	0
LBR-PC	2226	2093.59	73	0.235913
Grx1t-PA	351	218.811	0	0
CG30395-PB	2721	2588.59	227532	594.703
CG4021-PA	960	827.595	4	0.0327012
CG9294-PB	1059	926.595	0	0
CG13488-PA	573	440.595	0	0
CG13488-PC	705	572.595	0	0
CG13488-PB	597	464.595	0	0
CG9304-PA	1914	1781.59	1063	4.03688
CG9304-PB	1914	1781.59	1063	4.03688
Gr58c-PA	1239	1106.59	7	0.0427988
Gr58a-PA	1188	1055.59	0	0
dany-PA	828	695.595	0	0
dany-PC	828	695.595	0	0
Gr58b-PA	1227	1094.59	0	0
CG13494-PA	363	230.698	0	0
PpN58A-PA	975	842.595	0	0
comr-PA	1803	1670.59	0	0
CG4372-PA	1194	1061.59	1	0.00637328
CG4377-PA	696	563.595	0	0
CG4363-PA	600	467.595	0	0
CG13492-PD	8940	8807.59	8	0.00614546
tpr-PA	1119	986.595	0	0
CG18735-PA	1095	962.595	2	0.0140575
Loxl2-PA	1536	1403.59	0	0
Tango11-PA	834	701.595	191.76	1.84924
Tango11-PB	834	701.595	191.76	1.84924
Tango11-PC	282	150.958	43.4803	1.94876
CG30403-PB	909	776.595	9	0.0784097
CG9308-PA	612	479.595	2	0.0282148
GlcT-PA	1323	1190.59	124	0.70466
Synj-PB	3657	3524.59	118.333	0.227154
Synj-PA	3657	3524.59	118.333	0.227154
Synj-PC	3657	3524.59	118.333	0.227154
Plekhm1-PA	2163	2030.59	142	0.473137
CG30281-PA	876	743.595	0	0
mei-S332-PA	1206	1073.59	5	0.0315102
mei-S332-PB	1206	1073.59	5	0.0315102
NtR-PA	1758	1625.59	25	0.104052
NtR-PB	1737	1604.59	0	0
CG11269-PA	324	192.206	1	0.0352009
gom-PA	918	785.595	6	0.0516743
Fbxo42-PA	2004	1871.59	128.578	0.464813
CG11275-PA	1254	1121.59	1119	6.75019
MED16-PA	2457	2324.59	170	0.494793
Vps35-PB	2469	2336.59	199.066	0.576415
Vps35-PA	2412	2279.59	869.934	2.58197
CG11291-PA	927	794.595	0	0
ari-2-PA	1530	1397.59	147	0.711636
dve-PA	3075	2942.59	816.047	1.87632
dve-PB	2343	2210.59	348.953	1.06802
Oatp58Dc-PA	2370	2237.59	1.33333	0.00403161
Oatp58Dc-PB	2370	2237.59	1.33333	0.00403161
Oatp58Dc-PC	2370	2237.59	1.33333	0.00403161
Oatp58Db-PB	2043	1910.59	0	0
Oatp58Da-PA	2055	1922.59	0	0
CG30278-PA	828	695.595	0.666667	0.00648447
CG30278-PB	828	695.595	0.666667	0.00648447
CG30278-PC	828	695.595	0.666667	0.00648447
Alp8-PA	1602	1469.59	1	0.00460388
Alp8-PB	1602	1469.59	1	0.00460388
Alp7-PA	1632	1499.59	0	0
Swim-PB	1296	1163.59	1221.5	7.10254
Swim-PA	1296	1163.59	1221.5	7.10254
CG11170-PB	1047	914.595	18	0.133157
CG11170-PC	1047	914.595	18	0.133157
CG11170-PD	1047	914.595	18	0.133157
CG3045-PA	1500	1367.59	15	0.0742088
GM130-PA	2388	2255.59	4818	14.452
flap-PA	3171	3038.59	6	0.0133598
flap-PC	2691	2558.59	0	0
flap-PB	1365	1232.59	0	0
flap-PD	2427	2294.59	0	0
flap-PE	924	791.595	0	0
CG13502-PA	1233	1100.59	0	0
CG13502-PD	804	671.595	0	0
CG2921-PA	1437	1304.59	376	1.95
CG11474-PA	1311	1178.59	37	0.212402
CG11474-PC	1311	1178.59	37	0.212402
CG11475-PA	1395	1262.59	0	0
CG13501-PA	1242	1109.59	0	0
CG13501-PB	1182	1049.59	0	0
CG13500-PA	1215	1082.59	0	0
PpD5-PA	1041	908.595	0	0
Amy-d-PA	1485	1352.59	142	0.710301
Cda9-PA	1194	1061.59	0	0
Cda9-PB	1194	1061.59	0	0
CG11400-PA	597	464.595	12	0.174755
CG11400-PB	597	464.595	12	0.174755
Gbp1-PA	357	224.789	7	0.210691
Gbp2-PA	1371	1238.59	2	0.010925
Gbp2-PB	1371	1238.59	2	0.010925
CG17290-PA	300	168.587	0	0
CG17290-PC	300	168.587	0	0
CG10950-PA	1761	1628.59	0	0
CG12699-PB	438	305.595	348	7.70469
CG18469-PA	387	254.65	0	0
CG10953-PA	837	704.595	0	0
CG10953-PB	837	704.595	0	0
CG30457-PA	570	437.595	0	0
CG30458-PA	438	305.595	0	0
CG17287-PA	1017	884.595	0	0
CG15605-PA	459	326.595	0	0
Spn53F-PB	1140	1007.59	5502.47	36.9482
Amy-p-PA	1485	1352.59	0	0
Amy-p-PB	1485	1352.59	0	0
Sply-PB	1638	1505.59	682	3.06477
Sply-PA	1638	1505.59	682	3.06477
CG30460-PI	2667	2534.59	0	0
CG30460-PB	3399	3266.59	107.816	0.223311
CG30460-PC	5607	5474.59	0	0
CG30460-PA	4563	4430.59	0	0
CG30460-PD	4209	4076.59	0	0
CG30460-PE	5136	5003.59	54.337	0.0734743
CG30460-PF	5400	5267.59	0	0
CG30460-PG	4443	4310.59	0	0
CG30460-PH	3021	2888.59	0	0
CG8950-PA	2607	2474.59	110.5	0.30212
CG8950-PB	2607	2474.59	110.5	0.30212
CG8963-PA	1680	1547.59	585.445	2.55947
CG8963-PB	1680	1547.59	585.445	2.55947
CG8963-PE	1563	1430.59	1051.66	4.97373
CG8963-PC	1680	1547.59	585.445	2.55947
Ehbp1-PB	2964	2831.59	294.183	0.702924
Ehbp1-PI	2985	2852.59	25.9204	0.0614785
Ehbp1-PF	3426	3293.59	113.897	0.233971
Ehbp1-PG	2898	2765.59	0	0
CG5267-PB	606	473.595	4179	59.7018
CG5348-PB	1878	1745.59	0	0
CG5348-PC	708	575.595	0	0
Arp53D-PB	1236	1103.59	0	0
resilin-PA	1863	1730.59	0	0
resilin-PB	1728	1595.59	0	0
CG5522-PA	2109	1976.59	4.69401	0.0160675
CG5522-PD	1998	1865.59	36.6393	0.132878
CG5522-PC	1998	1865.59	36.6393	0.132878
CG5522-PE	2109	1976.59	4.69401	0.0160675
CG5522-PB	2109	1976.59	4.69401	0.0160675
CG5522-PF	1998	1865.59	36.6393	0.132878
CG15919-PA	333	201.108	0	0
CG5550-PA	741	608.595	5	0.0555858
CG5550-PB	753	620.595	0	0
IntS8-PA	3024	2891.59	254	0.594317
eEF1beta-PB	669	536.595	3297.5	41.5777
eEF1beta-PC	669	536.595	3297.5	41.5777
CG6426-PA	486	353.595	5	0.0956723
CG6421-PA	486	353.595	0	0
CG6429-PA	480	347.595	0	0
CG6472-PB	1170	1037.59	2	0.0130414
inaC-PA	2103	1970.59	2	0.0068668
Pkc53E-PB	2040	1907.59	0	0
Pkc53E-PA	2013	1880.59	596.98	2.14776
Pkc53E-PC	2037	1904.59	34.9083	0.124008
Pkc53E-PF	2013	1880.59	596.98	2.14776
Pkc53E-PD	1578	1445.59	1601.22	7.49424
Pkc53E-PE	2037	1904.59	34.9083	0.124008
CG15614-PA	1410	1277.59	0	0
CG6665-PC	1050	917.595	211	1.5558
Cbp53E-PA	933	800.595	7	0.0591571
Cbp53E-PB	933	800.595	7	0.0591571
AsnRS-m-PA	1383	1250.59	46	0.248865
NiPp1-PA	1152	1019.59	51	0.338427
ste24a-PA	1356	1223.59	830	4.58947
ste24b-PA	1344	1211.59	6	0.0335055
CG9010-PA	1032	899.595	4	0.030084
CG8910-PA	1827	1694.59	2	0.0079852
Psi-PB	2391	2258.59	391.498	1.17277
Psi-PA	2151	2018.59	0.000230829	7.73682e-07
Psi-PC	2394	2261.59	81.7507	0.244567
Psi-PD	2151	2018.59	0.000230829	7.73682e-07
Psi-PE	2394	2261.59	81.7507	0.244567
Fen1-PA	1158	1025.59	13	0.0857609
Ugt37C1-PA	1458	1325.59	4	0.020416
CG15615-PB	1092	959.595	14	0.0987102
Sod2-PA	654	521.595	560.5	7.2705
Sod2-PB	654	521.595	560.5	7.2705
Acp53Ea-PA	363	230.698	182535	5353.34
Acp53C14b-PA	399	266.65	196092	4975.53
Acp53C14b-PB	399	266.65	196092	4975.53
Acp53C14a-PA	366	233.675	149258	4321.63
Acp53C14a-PB	366	233.675	149258	4321.63
CG15617-PA	669	536.595	278	3.50526
CG33458-PA	846	713.595	1	0.00948135
S-Lap8-PA	1605	1472.59	0	0
Sema2a-PC	2094	1961.59	0	0
Sema2a-PB	2175	2042.59	37.6667	0.124766
Sema2a-PA	2175	2042.59	37.6667	0.124766
Sema2a-PE	2175	2042.59	37.6667	0.124766
Syn2-PA	1545	1412.59	0	0
Syn2-PB	1545	1412.59	0	0
Syn2-PC	1380	1247.59	0	0
Syn2-PE	1560	1427.59	402	1.90521
CG4945-PB	1734	1601.59	24.418	0.103152
CG4945-PC	1734	1601.59	24.418	0.103152
CG4945-PA	1656	1523.59	15.247	0.0677074
CG4945-PD	1602	1469.59	23.917	0.110111
Cdk4-PC	954	821.595	4.6	0.037881
Cdk4-PA	954	821.595	4.6	0.037881
Cdk4-PB	954	821.595	4.6	0.037881
Cdk4-PD	954	821.595	4.6	0.037881
Cdk4-PE	954	821.595	4.6	0.037881
RpLP2-PA	342	210.046	16736	539.087
CG5089-PA	1311	1178.59	1193	6.84854
CG5065-PA	1878	1745.59	3.6	0.0139534
CG5065-PB	1878	1745.59	3.6	0.0139534
CG5065-PC	1878	1745.59	3.6	0.0139534
CG5065-PD	1878	1745.59	3.6	0.0139534
CG5065-PE	1878	1745.59	3.6	0.0139534
gprs-PA	3909	3776.59	0	0
gprs-PB	3870	3737.59	0	0
gprs-PC	1092	959.595	0	0
gprs-PF	1104	971.595	0	0
gprs-PD	1143	1010.59	0	0
gprs-PE	972	839.595	0	0
Idgf6-PA	1359	1226.59	39.5	0.21788
Idgf6-PB	1359	1226.59	39.5	0.21788
Pgant9-PA	1953	1820.59	2133.4	7.9283
Pgant9-PB	1944	1811.59	1205.5	4.50224
Pgant9-PC	1944	1811.59	1205.5	4.50224
Pgant9-PD	1953	1820.59	2133.4	7.9283
Pgant9-PE	795	662.595	134.204	1.37037
Picot-PA	1551	1418.59	66.41	0.316735
Picot-PB	1590	1457.59	5.7701	0.0267836
Picot-PC	1551	1418.59	66.41	0.316735
Picot-PD	1551	1418.59	66.41	0.316735
Nach-PA	1551	1418.59	0	0
Nach-PD	1608	1475.59	0	0
Nach-PE	1662	1529.59	0	0
Amyrel-PA	1482	1349.59	1	0.00501324
Alk-PA	5106	4973.59	103.5	0.140796
Alk-PB	5106	4973.59	103.5	0.140796
CG8303-PC	1632	1499.59	2045	9.22659
CG8303-PD	1632	1499.59	2045	9.22659
CG8306-PA	1551	1418.59	1113	5.30834
CG8311-PA	1512	1379.59	214	1.0495
Lst-PA	420	287.595	0	0
Lst-PB	459	326.595	0	0
Lst-PC	363	230.698	2	0.0586555
RpS15-PA	447	314.595	21547.6	463.414
RpS15-PB	444	311.595	72.407	1.57222
DAT-PA	1896	1763.59	0	0
DAT-PB	1935	1802.59	55	0.206436
CG15712-PA	645	512.595	0	0
Tsf3-PA	2145	2012.59	16	0.053788
CG15701-PA	3156	3023.59	14	0.0313275
CG3687-PA	432	299.595	0	0
CG33017-PB	4893	4760.59	0	0
CG33017-PC	4167	4034.59	2	0.00335391
CG33017-PD	4893	4760.59	0	0
prim-PA	156	41.2499	0	0
CG15705-PA	315	183.356	0	0
CG9068-PA	3684	3551.59	0	0
JhI-26-PA	1320	1187.59	711.022	4.05076
CG30100-PA	441	308.595	37.5	0.822176
CG30100-PB	441	308.595	37.5	0.822176
Atg9-PA	2538	2405.59	0	0
Atg9-PB	2559	2426.59	554	1.54466
CG4282-PA	1959	1826.59	140	0.51857
Hmgs-PA	1398	1265.59	107.167	0.572911
Hmgs-PC	1398	1265.59	107.167	0.572911
Hmgs-PB	1398	1265.59	107.167	0.572911
Hmgs-PD	1398	1265.59	107.167	0.572911
Hmgs-PE	1398	1265.59	107.167	0.572911
Hmgs-PF	1398	1265.59	107.167	0.572911
Nup62-PA	1185	1052.59	139.5	0.896674
Nup62-PB	1185	1052.59	139.5	0.896674
jtb-PA	702	569.595	8	0.0950267
CG4409-PB	831	698.595	2038	19.7379
Parp16-PA	1080	947.595	0	0
CG7848-PA	1902	1769.59	0	0
CG15711-PA	561	428.595	0	0
CG15711-PB	561	428.595	0	0
CG15710-PA	798	665.595	0	0
CG7997-PB	1254	1121.59	36.5	0.22018
CG7997-PA	1254	1121.59	36.5	0.22018
CG30096-PB	660	527.595	29	0.371894
CG8060-PA	3570	3437.59	300	0.590457
CG7747-PA	1554	1421.59	142	0.675825
CG30099-PA	654	521.595	0	0
CG30324-PA	495	362.595	0	0
CG7755-PA	1137	1004.59	0	0
cato-PA	570	437.595	0	0
Khc-PA	2928	2795.59	1796	4.34664
fidipidine-PA	1788	1655.59	631	2.57868
CG15708-PA	753	620.595	1	0.0109022
krimp-PA	2241	2108.59	2	0.00641739
CG7786-PA	579	446.595	0	0
CG15706-PA	1620	1487.59	17.6	0.0800479
CG15706-PB	1620	1487.59	17.6	0.0800479
CG15706-PD	1620	1487.59	17.6	0.0800479
CG15706-PE	1620	1487.59	17.6	0.0800479
CG15706-PF	1620	1487.59	17.6	0.0800479
CG7798-PA	447	314.595	0	0
mrj-PD	780	647.595	29	0.302982
mrj-PB	780	647.595	29	0.302982
mrj-PC	780	647.595	29	0.302982
mrj-PA	780	647.595	29	0.302982
mrj-PE	1041	908.595	0	0
mrj-PH	1041	908.595	0	0
mrj-PF	627	494.595	0	0
mrj-PG	1041	908.595	0	0
COX6AL-PA	285	153.897	0	0
CG8320-PA	525	392.595	376	6.47985
Tmem131-PA	4704	4571.59	135.5	0.200536
Tmem131-PB	4704	4571.59	135.5	0.200536
CG8389-PB	1416	1283.59	62.5	0.329438
CG8389-PA	1416	1283.59	62.5	0.329438
Rrp42-PA	891	758.595	101	0.90081
CG8399-PA	1944	1811.59	229.515	0.85718
CG8399-PB	1971	1838.59	53.4849	0.196819
CG8401-PB	945	812.595	0	0
SP2353-PA	4086	3953.59	0	0
SP2353-PB	4086	3953.59	0	0
Rho1-PB	579	446.595	203.333	3.08047
Rho1-PC	579	446.595	203.333	3.08047
Rho1-PD	579	446.595	203.333	3.08047
Rho1-PF	579	446.595	203.333	3.08047
Rho1-PG	579	446.595	203.333	3.08047
Rho1-PA	579	446.595	203.333	3.08047
Asph-PB	1149	1016.59	14.7157	0.0979389
Asph-PA	2358	2225.59	109.399	0.332574
Asph-PG	1674	1541.59	4.37141	0.0191855
Asph-PK	1671	1538.59	43.5386	0.191457
Asph-PH	2412	2279.59	22.0865	0.0655527
Asph-PI	1728	1595.59	0.449496	0.00190601
Asph-PJ	1203	1070.59	0.439401	0.00277689
Asph-PL	2976	2843.59	0	0
Jhedup-PA	1680	1547.59	9	0.0393466
Jhe-PA	1740	1607.59	15.3333	0.064533
Jhe-PC	1740	1607.59	15.3333	0.064533
Jhe-PB	1740	1607.59	15.3333	0.064533
CG30095-PA	645	512.595	3	0.0395976
Got1-PB	1314	1181.59	1143	6.54485
Got1-PA	1251	1118.59	0	0
CG30094-PA	486	353.595	142	2.71709
CysRS-PA	2226	2093.59	470	1.51889
lbk-PB	3759	3626.59	457	0.852587
Lis-1-PA	1236	1103.59	129	0.790864
Lis-1-PB	1236	1103.59	129	0.790864
Lis-1-PF	1236	1103.59	129	0.790864
Lis-1-PG	1236	1103.59	129	0.790864
clu-PA	4347	4214.59	326	0.523339
clu-PB	3870	3737.59	0	0
Shark-PA	2820	2687.59	230	0.57901
CG8441-PA	762	629.595	102.5	1.1015
CG8441-PB	762	629.595	102.5	1.1015
Ptp52F-PB	4302	4169.59	18	0.0292079
CG8435-PA	1002	869.595	108	0.840289
CG10734-PA	1107	974.595	0	0
CG8414-PA	2988	2855.59	172	0.407524
casp-PA	2088	1955.59	285.919	0.989203
casp-PB	2088	1955.59	285.919	0.989203
casp-PC	2073	1940.59	70.1624	0.24462
EMC7-PA	738	605.595	1594	17.8085
Prosbeta1-PA	675	542.595	931	11.609
CG8388-PA	1719	1586.59	175	0.746266
Ufc1-PA	495	362.595	413	7.70638
ATPCL-PG	3291	3158.59	88.9905	0.190621
ATPCL-PD	3339	3206.59	1431.51	3.02044
ATPCL-PE	3339	3206.59	1431.51	3.02044
ATPCL-PF	3288	3155.59	147.998	0.317319
Pex11ab-PA	726	593.595	221	2.51898
CG8314-PA	882	749.595	236	2.13014
CG30091-PA	1581	1448.59	0	0
CG30090-PA	876	743.595	0	0
CG30088-PB	846	713.595	2	0.0189627
CG30089-PA	3792	3659.59	36.8261	0.0680839
CG30089-PB	2202	2069.59	11.346	0.0370921
tun-PA	618	485.595	9.5	0.132364
tun-PD	618	485.595	9.5	0.132364
tun-PB	618	485.595	9.5	0.132364
tun-PC	618	485.595	9.5	0.132364
CG12970-PC	1137	1004.59	2	0.0134698
bug-PA	888	755.595	219	1.961
CG8299-PA	783	650.595	0	0
Mlf-PA	930	797.595	326.337	2.76826
Mlf-PB	822	689.595	5.86955	0.0575881
Mlf-PC	1125	992.595	0	0
Mlf-PD	1131	998.595	429.856	2.91243
Mlf-PE	1050	917.595	87.7223	0.646816
Mlf-PF	927	794.595	72.4928	0.617264
Mlf-PG	867	734.595	0	0
Mlf-PH	1050	917.595	87.7223	0.646816
