target_id	length	eff_length	est_counts	tpm
SERCA-PB	3063	2930.59	996.927	2.3016
SERCA-PA	3009	2876.59	36.9441	0.0868938
SERCA-PG	3063	2930.59	996.927	2.3016
SERCA-PD	3063	2930.59	996.927	2.3016
SERCA-PC	3063	2930.59	996.927	2.3016
SERCA-PH	3063	2930.59	996.927	2.3016
SERCA-PF	3063	2930.59	996.927	2.3016
SERCA-PI	3000	2867.59	2956.57	6.97577
CG43315-PA	363	230.698	0	0
CG43315-PB	309	177.501	0	0
CG43316-PA	576	443.595	0	0
CG43317-PA	741	608.595	0	0
CG43318-PA	519	386.595	0	0
CG43319-PA	174	54.1548	34613	4324.38
HSPBAP1-PA	1197	1064.59	313	1.98922
CG43321-PA	198	73.4009	0	0
CG43322-PA	1080	947.595	17	0.12138
CG43324-PA	201	76.0585	1	0.0889557
CG43325-PA	474	341.595	3.66667	0.0726243
CG43325-PB	474	341.595	3.66667	0.0726243
CG43325-PC	474	341.595	3.66667	0.0726243
CG43326-PA	372	239.675	15.9209	0.449436
CG43326-PB	372	239.675	15.9209	0.449436
CG43327-PA	450	317.595	0	0
CG43328-PA	726	593.595	0	0
CG43328-PB	726	593.595	0	0
CG43329-PA	585	452.595	0	0
CG43330-PA	513	380.595	0	0
CG43331-PA	762	629.595	0	0
CG43332-PA	1887	1754.59	0	0
CG43333-PA	3501	3368.59	0	0
CG43335-PA	846	713.595	0	0
CG43336-PA	840	707.595	0	0
CG43337-PA	519	386.595	0	0
CG43337-PB	519	386.595	0	0
CG43341-PA	312	180.429	1.38241	0.0518386
CG43342-PA	543	410.595	11	0.18126
Gpdh3-PA	3915	3782.59	630.991	1.12864
Gpdh3-PB	3876	3743.59	47.3495	0.0855752
Gpdh3-PC	3912	3779.59	89.6591	0.160498
CG43345-PB	1482	1349.59	59.5	0.298288
CG43345-PC	1482	1349.59	59.5	0.298288
CG43346-PA	453	320.595	49.6667	1.04817
CG43346-PB	453	320.595	49.6667	1.04817
CG43346-PC	453	320.595	49.6667	1.04817
CG43347-PB	8001	7868.59	0.016246	1.39692e-05
CG43347-PC	8055	7922.59	5.07967e-06	4.33801e-09
CG43347-PD	7959	7826.59	8.98375	0.00776616
Klp54D-PC	1911	1778.59	0	0
Klp54D-PD	2184	2051.59	0	0
Klp54D-PE	2283	2150.59	0	0
Klp54D-PB	2175	2042.59	0	0
Klp54D-PA	1887	1754.59	0	0
M7BP-PM	9642	9509.59	2.06151	0.00146671
M7BP-PO	8682	8549.59	498.565	0.394546
M7BP-PE	2172	2039.59	0	0
M7BP-PH	3063	2930.59	31.4822	0.0726827
M7BP-PJ	2907	2774.59	0	0
M7BP-PA	2952	2819.59	270.576	0.649269
M7BP-PN	8391	8258.59	0	0
M7BP-PF	2952	2819.59	270.576	0.649269
M7BP-PK	2172	2039.59	0	0
M7BP-PC	2817	2684.59	443.373	1.11741
M7BP-PL	2172	2039.59	0	0
M7BP-PG	2544	2411.59	262.358	0.736058
M7BP-PD	3063	2930.59	31.4822	0.0726827
M7BP-PP	2706	2573.59	3728.28	9.80144
M7BP-PQ	7635	7502.59	30.1491	0.0271885
CG43339-PB	1221	1088.59	0	0
CG43339-PC	1221	1088.59	0	0
CG43338-PA	2481	2348.59	2	0.00576161
CG43338-PB	2562	2429.59	0	0
CG43348-PA	129	25.2804	0	0
CG43348-PB	129	25.2804	0	0
CG43349-PA	213	86.5071	0	0
CG43349-PB	213	86.5071	0	0
CG43350-PA	261	130.63	14	0.725117
CG43350-PB	261	130.63	14	0.725117
CG43351-PA	168	49.569	1	0.136493
HP1Lcsd-PA	252	122.102	0	0
CG43354-PA	99	12.8863	3811	2000.94
CG43355-PA	513	380.595	2	0.0355541
CG43355-PC	513	380.595	2	0.0355541
CG43362-PA	99	12.8863	2322	1219.15
psq-PA	3141	3008.59	168.521	0.378976
psq-PE	1938	1805.59	0	0
psq-PH	1938	1805.59	0	0
psq-PD	1938	1805.59	0	0
psq-PG	1938	1805.59	0	0
psq-PC	3195	3062.59	0	0
psq-PJ	1920	1787.59	6.80757	0.0257659
psq-PF	1938	1805.59	0	0
psq-PB	3195	3062.59	0	0
psq-PK	1920	1787.59	6.80757	0.0257659
psq-PM	3372	3239.59	0	0
psq-PN	3132	2999.59	0	0
psq-PO	3513	3380.59	378.4	0.75732
psq-PP	2178	2045.59	0	0
psq-PQ	2319	2186.59	109.464	0.338708
DnaJ-1-PB	1005	872.595	574.5	4.4545
DnaJ-1-PA	1005	872.595	574.5	4.4545
BtbVII-PA	2232	2099.59	0	0
BtbVII-PB	2232	2099.59	0	0
BtbVII-PD	2232	2099.59	0	0
BtbVII-PE	2232	2099.59	0	0
BtbVII-PF	2724	2591.59	278.899	0.728117
BtbVII-PG	2451	2318.59	377.965	1.10293
BtbVII-PH	2247	2114.59	12.1836	0.0389827
BtbVII-PI	2244	2111.59	15.9526	0.0511143
CG43366-PB	6423	6290.59	2	0.0021511
CG43367-PC	8265	8132.59	120.206	0.100004
CG43367-PD	8139	8006.59	477.315	0.403347
CG43367-PE	7665	7532.59	99.7258	0.0895745
CG43367-PF	7665	7532.59	99.7258	0.0895745
cac-PG	5550	5417.59	0	0
cac-PH	5550	5417.59	0	0
cac-PI	5553	5420.59	0	0
cac-PJ	5553	5420.59	0	0
cac-PC	5547	5414.59	0	0
cac-PA	5547	5414.59	0	0
cac-PD	5547	5414.59	0	0
cac-PF	5556	5423.59	0	0
cac-PB	5547	5414.59	0	0
cac-PE	5556	5423.59	0	0
cac-PL	5781	5648.59	0	0
cac-PM	5352	5219.59	0	0
cac-PN	5865	5732.59	0	0
cac-PO	5556	5423.59	0	0
cac-PP	5610	5477.59	0	0
cac-PS	5559	5426.59	0	0
cac-PT	5598	5465.59	0	0
cac-PU	6333	6200.59	1	0.00109116
Mitf-PA	2193	2060.59	390.026	1.28063
Mitf-PB	2193	2060.59	390.026	1.28063
Mitf-PC	2514	2381.59	27.9994	0.0795431
Mitf-PD	2115	1982.59	255.948	0.873453
Cc2d2a-PD	4011	3878.59	1	0.00174441
CG43371-PA	402	269.65	0	0
5-HT1B-PA	1854	1721.59	0	0
5-HT1B-PD	1689	1556.59	0	0
5-HT1B-PE	1890	1757.59	1	0.00384949
CG34377-PA	1125	992.595	0	0
CG34377-PC	1362	1229.59	0	0
CG34377-PE	1158	1025.59	0	0
CG34377-PB	1125	992.595	0	0
CG34377-PD	1125	992.595	0	0
tx-PA	1155	1022.59	2	0.0132327
tx-PB	1155	1022.59	2	0.0132327
Acsl-PE	2148	2015.59	1300.46	4.36532
Acsl-PG	2124	1991.59	0	0
Acsl-PA	2148	2015.59	1300.46	4.36532
Acsl-PI	2124	1991.59	0	0
Acsl-PF	2124	1991.59	0	0
Acsl-PD	2154	2021.59	119.398	0.3996
Acsl-PH	2148	2015.59	1300.46	4.36532
Acsl-PC	2124	1991.59	0	0
Acsl-PB	2148	2015.59	1300.46	4.36532
Acsl-PJ	2187	2054.59	16.7506	0.0551602
Prosalpha1-PA	735	602.595	567	6.36619
Prosalpha1-PB	735	602.595	567	6.36619
CG43373-PB	3723	3590.59	0	0
CG43373-PC	5565	5432.59	7	0.00871791
Cht6-PC	13836	13703.6	7.88443	0.00389276
Cht6-PF	4104	3971.59	0	0
Cht6-PG	4743	4610.59	5.70874	0.00837732
Cht6-PH	6678	6545.59	0	0
Cht6-PI	7725	7592.59	1.20616	0.00107482
Cht6-PJ	13560	13427.6	0	0
Cht6-PK	11112	10979.6	12.2007	0.00751829
mEFG1-PA	2238	2105.59	76.092	0.244504
vret-PA	2076	1943.59	6	0.0208866
bin3-PC	4104	3971.59	193.5	0.329638
bin3-PB	4104	3971.59	193.5	0.329638
bin3-PA	4104	3971.59	193.5	0.329638
bin3-PD	4104	3971.59	193.5	0.329638
Patronin-PF	5016	4883.59	0	0
Patronin-PA	4554	4421.59	29.9524	0.0458325
Patronin-PE	4800	4667.59	0	0
Patronin-PD	4992	4859.59	51.8046	0.0721257
Patronin-PB	4623	4490.59	0	0
Patronin-PC	4893	4760.59	65.3129	0.0928239
Patronin-PI	5070	4937.59	120.582	0.165229
Patronin-PJ	5025	4892.59	143.733	0.198764
Patronin-PK	5043	4910.59	107.657	0.14833
Patronin-PL	4617	4484.59	26.2394	0.039587
Patronin-PM	4515	4382.59	0	0
Patronin-PN	4320	4187.59	46.4058	0.0749773
Patronin-PO	5052	4919.59	424.314	0.583553
Acn-PA	2220	2087.59	433.333	1.40442
Acn-PB	2220	2087.59	433.333	1.40442
Acn-PC	2220	2087.59	433.333	1.40442
Galk-PC	1473	1340.59	337.5	1.70333
Galk-PA	1473	1340.59	337.5	1.70333
Galk-PB	1473	1340.59	337.5	1.70333
Galk-PD	1473	1340.59	337.5	1.70333
Galt-PA	1053	920.595	179	1.31555
Galt-PB	1053	920.595	179	1.31555
CG43376-PA	222	94.4404	0	0
CG43386-PB	462	329.595	0	0
CG43386-PC	627	494.595	2	0.0273591
CG43386-PD	627	494.595	2	0.0273591
Dscam4-PD	5757	5624.59	0	0
Dscam4-PH	5625	5492.59	11	0.0135499
Dscam4-PE	5757	5624.59	0	0
Dscam4-PI	5808	5675.59	0	0
Dscam4-PJ	5808	5675.59	0	0
Hk-PD	1179	1046.59	0	0
Hk-PE	1644	1511.59	0	0
Hk-PF	2097	1964.59	0	0
Hk-PG	1179	1046.59	0	0
Hk-PH	1125	992.595	0	0
Hk-PI	1182	1049.59	11.9501	0.0770322
Hk-PK	1647	1514.59	0	0
Hk-PL	1791	1658.59	0	0
Hk-PM	2664	2531.59	41.0499	0.109708
bel-PA	2397	2264.59	2358.3	7.04579
bel-PB	2406	2273.59	526.702	1.56738
Nxf3-PD	1848	1715.59	3	0.0118312
Nxf3-PE	1848	1715.59	3	0.0118312
robls54B-PB	339	207.067	0	0
robls54B-PA	339	207.067	0	0
Phae1-PA	813	680.595	0	0
Phae1-PB	813	680.595	0	0
Phae2-PB	798	665.595	0	0
Phae2-PC	798	665.595	0	0
SP1029-PC	2799	2666.59	13.2	0.0334918
SP1029-PB	2799	2666.59	13.2	0.0334918
SP1029-PA	2799	2666.59	13.2	0.0334918
SP1029-PD	2799	2666.59	13.2	0.0334918
SP1029-PE	2799	2666.59	13.2	0.0334918
Cdk7-PA	1062	929.595	163	1.18636
dar1-PB	2256	2123.59	0	0
Coop-PA	1077	944.595	1733	12.4129
Coop-PB	1077	944.595	1733	12.4129
Mocs1-PA	1158	1025.59	11.6965	0.0771617
Mocs1-PC	1698	1565.59	12.3035	0.0531705
CG43389-PA	147	35.8383	0	0
CG43390-PA	123	22.0856	0	0
CG43391-PA	123	22.0856	0	0
CG43392-PA	225	97.1545	55199	3844.06
CG43393-PA	384	251.65	0	0
vnc-PA	591	458.595	94.4	1.39272
vnc-PE	591	458.595	94.4	1.39272
vnc-PD	591	458.595	94.4	1.39272
vnc-PC	591	458.595	94.4	1.39272
vnc-PB	591	458.595	94.4	1.39272
CG43394-PD	1614	1481.59	0	0
CG43394-PE	1578	1445.59	14.0216	0.0656254
CG43394-PA	1614	1481.59	0	0
CG43394-PB	2847	2714.59	0.989213	0.00246551
CG43394-PC	2847	2714.59	0.989213	0.00246551
Cngl-PI	5829	5696.59	0	0
Cngl-PJ	5913	5780.59	0	0
Cngl-PD	5868	5735.59	0.999901	0.00117951
Cngl-PE	5913	5780.59	9.88461e-05	1.15693e-07
Cngl-PF	960	827.595	0	0
Cngl-PK	5838	5705.59	0	0
chas-PC	4080	3947.59	154.639	0.265038
chas-PD	4677	4544.59	108.722	0.161861
chas-PE	3096	2963.59	0	0
chas-PB	3096	2963.59	0	0
chas-PA	4080	3947.59	154.639	0.265038
sel-PA	570	437.595	7790	120.445
CG43396-PA	462	329.595	3035	62.3018
CG43397-PA	123	22.0856	1	0.306346
CG43397-PB	123	22.0856	1	0.306346
Fic-PA	1479	1346.59	1768	8.88315
scrib-PA	5271	5138.59	7.39888	0.00974189
scrib-PB	5271	5138.59	7.39888	0.00974189
scrib-PH	5820	5687.59	15.0447	0.0178969
scrib-PI	5136	5003.59	0	0
scrib-PC	3744	3611.59	0	0
scrib-PD	5556	5423.59	1.25835	0.00156977
scrib-PJ	7281	7148.59	362.911	0.343479
scrib-PK	6996	6863.59	1521.35	1.49968
scrib-PL	7758	7625.59	0	0
scrib-PM	7473	7340.59	0	0
scrib-PN	7665	7532.59	534.084	0.479719
scrib-PO	7548	7415.59	0	0
scrib-PP	5190	5057.59	0	0
scrib-PQ	7734	7601.59	315.78	0.281062
scrib-PR	5856	5723.59	325.709	0.38502
scrib-PS	5580	5447.59	980.642	1.21794
scrib-PT	7335	7202.59	1417.42	1.33147
scrib-PU	5301	5168.59	0	0
CG43400-PA	339	207.067	0	0
Mrp4-PB	3951	3818.59	733	1.29874
CG43401-PB	180	58.8593	0	0
CG43401-PA	180	58.8593	0	0
CG43402-PB	495	362.595	0	0
CG43402-PA	495	362.595	0	0
CG43403-PA	129	25.2804	235	62.8936
CG43405-PC	270	139.385	0	0
CG43407-PB	132	27.1048	543	135.542
CG43407-PA	132	27.1048	543	135.542
smash-PM	4602	4469.59	633.959	0.959654
smash-PN	1947	1814.59	0	0
smash-PO	4626	4493.59	115.362	0.173697
smash-PP	4506	4373.59	0	0
smash-PE	4119	3986.59	73.7898	0.125232
smash-PF	4119	3986.59	73.7898	0.125232
smash-PG	4119	3986.59	73.7898	0.125232
smash-PH	4482	4349.59	0	0
smash-PI	2670	2537.59	159.31	0.424758
smash-PJ	2550	2417.59	0	0
AP-2mu-PA	1314	1181.59	142.333	0.815004
AP-2mu-PB	1314	1181.59	142.333	0.815004
AP-2mu-PC	1314	1181.59	142.333	0.815004
Unr-PB	3174	3041.59	341.091	0.758736
Unr-PA	3120	2987.59	49.2302	0.111489
Unr-PC	3099	2966.59	54.4962	0.124288
Unr-PD	3174	3041.59	341.091	0.758736
Unr-PE	3174	3041.59	341.091	0.758736
CG11000-PC	999	866.595	7	0.0546517
CG11000-PB	999	866.595	7	0.0546517
CG42784-PD	1887	1754.59	27.9276	0.107691
CG42784-PC	1791	1658.59	29.5167	0.120406
CG42784-PF	2955	2822.59	60.5557	0.145154
CG42784-PJ	1947	1814.59	0	0
CG31688-PE	615	482.595	0	0
CG31688-PF	2145	2012.59	239	0.803458
CG31688-PD	582	449.595	0	0
CG31688-PB	582	449.595	0	0
CG31688-PG	582	449.595	0	0
CG43428-PB	807	674.595	0	0
CG43438-PA	168	49.569	0	0
CG43439-PA	171	51.9363	0	0
Nha2-PA	1755	1622.59	0	0
Nha2-PB	2145	2012.59	156.8	0.527121
hts-PD	2007	1874.59	9.42388	0.034013
hts-PC	1488	1355.59	23.2433	0.116009
hts-PA	3471	3338.59	7.93725	0.0160853
hts-PH	1488	1355.59	23.2433	0.116009
hts-PI	2157	2024.59	118.358	0.395531
hts-PJ	1488	1355.59	23.2433	0.116009
hts-PK	3471	3338.59	7.93725	0.0160853
hts-PL	2157	2024.59	118.358	0.395531
hts-PM	2157	2024.59	118.358	0.395531
hts-PN	3471	3338.59	7.93725	0.0160853
hts-PO	2151	2018.59	11.5662	0.0387672
hts-PP	5502	5369.59	109.022	0.137371
hts-PQ	2220	2087.59	207.299	0.67185
hts-PR	2220	2087.59	207.299	0.67185
hts-PS	2151	2018.59	11.5662	0.0387672
hts-PT	2028	1895.59	0	0
Tet-PA	8583	8450.59	0	0
Tet-PB	8748	8615.59	0	0
Tet-PC	6171	6038.59	13	0.0145656
Tet-PD	6171	6038.59	13	0.0145656
Tet-PE	8601	8468.59	0	0
Tet-PF	8766	8633.59	0	0
hppy-PB	2844	2711.59	15.8137	0.0394576
hppy-PA	3657	3524.59	214.811	0.412354
hppy-PC	2907	2774.59	11.123	0.0271235
hppy-PD	3618	3485.59	0	0
hppy-PE	2805	2672.59	36.2518	0.0917737
sqd-PD	537	404.595	84.8563	1.41901
sqd-PB	1035	902.595	2.12331e-07	1.59163e-09
sqd-PA	966	833.595	1641.72	13.325
sqd-PE	927	794.595	123.71	1.05337
sqd-PC	927	794.595	123.71	1.05337
Ih-PM	738	605.595	2.40125	0.0268273
Ih-PC	1857	1724.59	52.9042	0.207551
Ih-PF	3888	3755.59	19.0761	0.0343664
Ih-PK	1857	1724.59	52.9042	0.207551
Ih-PH	2754	2621.59	0	0
Ih-PJ	1857	1724.59	52.9042	0.207551
Ih-PE	3984	3851.59	172.272	0.302618
Ih-PB	3873	3740.59	0	0
Ih-PI	1806	1673.59	118.634	0.479602
Ih-PG	3969	3836.59	0	0
Ih-PL	1857	1724.59	52.9042	0.207551
Uck-PA	783	650.595	118.989	1.23742
Uck-PD	783	650.595	118.989	1.23742
Uck-PE	783	650.595	118.989	1.23742
Uck-PC	783	650.595	118.989	1.23742
Uck-PB	918	785.595	151.044	1.30085
CG43445-PA	195	70.8496	0	0
CG43446-PA	801	668.595	0	0
CG43446-PB	804	671.595	0	0
CG43447-PA	198	73.4009	0	0
CG43448-PA	285	153.897	0	0
CG43449-PA	237	107.964	0	0
CG43449-PB	237	107.964	0	0
CG43450-PA	147	35.8383	0	0
CG5819-PA	2748	2615.59	2.33333	0.00603571
CG5819-PB	2748	2615.59	2.33333	0.00603571
CG5819-PC	2748	2615.59	2.33333	0.00603571
Gp150-PA	3156	3023.59	42.9499	0.0961081
Gp150-PB	3156	3023.59	42.9499	0.0961081
Gp150-PC	3156	3023.59	42.9499	0.0961081
Gp150-PD	3231	3098.59	289.201	0.631475
Gp150-PE	3135	3002.59	0	0
Gp150-PF	3156	3023.59	42.9499	0.0961081
pgc-PC	216	89.1325	0	0
pgc-PA	216	89.1325	0	0
pgc-PD	216	89.1325	0	0
CG11298-PA	459	326.595	2	0.0414327
Rtf1-PA	2328	2195.59	183.5	0.565465
Rtf1-PB	2328	2195.59	183.5	0.565465
wrapper-PA	1503	1370.59	0	0
CG13506-PA	1512	1379.59	288.5	1.41487
CG13506-PB	1512	1379.59	288.5	1.41487
CG6044-PA	690	557.595	0	0
CG6044-PG	690	557.595	0	0
VepD-PA	246	116.414	0	0
VepD-PB	246	116.414	0	0
VepD-PC	246	116.414	0	0
PolE4-PA	468	335.595	67.5	1.36085
PolE4-PB	468	335.595	67.5	1.36085
qkr58E-2-PA	1251	1118.59	564.592	3.41494
qkr58E-2-PC	1251	1118.59	564.592	3.41494
qkr58E-2-PB	1251	1118.59	564.592	3.41494
rad50-PD	3957	3824.59	283	0.500636
rad50-PE	3957	3824.59	0.000488922	8.6492e-07
ppk12-PA	1710	1577.59	0	0
CG10384-PD	1479	1346.59	0	0
CG10384-PE	1479	1346.59	0	0
CG4752-PA	3885	3752.59	375	0.676116
CG4554-PA	8202	8069.59	508	0.425926
CG4610-PA	1986	1853.59	163	0.594969
gas-PA	1701	1568.59	102	0.439958
CG11362-PA	336	204.108	1	0.0331483
px-PA	5988	5855.59	935.341	1.08074
px-PB	4608	4475.59	321.487	0.485999
px-PD	2835	2702.59	104.171	0.260789
px-PE	5751	5618.59	0	0
px-PF	5781	5648.59	0	0
px-PG	5880	5747.59	0	0
CG10344-PA	597	464.595	0	0
CG10344-PB	837	704.595	35	0.336086
mRpS29-PA	1179	1046.59	326	2.10747
qkr58E-1-PA	1191	1058.59	2500.26	15.98
qkr58E-1-PC	1074	941.595	575.742	4.137
qkr58E-1-PD	1140	1007.59	0	0
qkr58E-3-PC	954	821.595	191.667	1.57838
qkr58E-3-PB	954	821.595	191.667	1.57838
qkr58E-3-PD	954	821.595	191.667	1.57838
babos-PA	591	458.595	26	0.383589
babos-PB	591	458.595	26	0.383589
Liprin-gamma-PA	3072	2939.59	0	0
Liprin-gamma-PB	3072	2939.59	0	0
Liprin-gamma-PC	3459	3326.59	61.5684	0.125222
Liprin-gamma-PD	2559	2426.59	11.6034	0.0323528
Liprin-gamma-PE	3249	3116.59	68.8281	0.149419
T3dh-PA	1395	1262.59	51	0.273293
wdp-PD	2034	1901.59	25.4	0.0903728
wdp-PC	2034	1901.59	25.4	0.0903728
wdp-PA	2034	1901.59	25.4	0.0903728
wdp-PB	2034	1901.59	25.4	0.0903728
wdp-PE	2034	1901.59	25.4	0.0903728
CG3927-PA	813	680.595	1	0.00994107
CG4269-PA	309	177.501	12.5	0.476466
CG4269-PB	297	165.722	0	0
CG4269-PC	309	177.501	12.5	0.476466
RpS16-PA	447	314.595	4023	86.5208
RpS16-PB	447	314.595	4023	86.5208
Vps20-PA	639	506.595	400	5.34221
Vps20-PC	639	506.595	400	5.34221
CG33143-PC	1509	1376.59	18	0.0884684
CG33143-PD	1620	1487.59	0	0
CG33143-PE	1551	1418.59	0	0
CG33143-PG	2442	2309.59	0	0
bonsai-PA	843	710.595	144	1.37108
nsr-PA	1023	890.595	5	0.037985
nsr-PB	1023	890.595	5	0.037985
CG13510-PA	390	257.65	1391	36.5273
CG13510-PB	390	257.65	1391	36.5273
CG13510-PC	390	257.65	1391	36.5273
CG13511-PA	369	236.675	4	0.114348
CG13511-PB	369	236.675	4	0.114348
CG4250-PA	366	233.675	41	1.18712
CG4250-PB	405	272.65	0	0
CG30273-PB	387	254.65	6	0.159415
CG30269-PA	435	302.595	2.5	0.0558986
CG30269-PB	435	302.595	2.5	0.0558986
RYBP-PA	453	320.595	87.5	1.8466
RYBP-PB	453	320.595	87.5	1.8466
Obp59a-PB	609	476.595	19	0.269728
Obp58b-PA	612	479.595	762	10.7498
Obp58d-PA	657	524.595	0	0
CG30275-PL	3858	3725.59	1.17304	0.00213029
CG30275-PM	3897	3764.59	5.40284e-06	9.71014e-09
CG30275-PN	963	830.595	0	0
CG30268-PB	3723	3590.59	1	0.00188432
CG13526-PA	465	332.595	0	0
CG13527-PB	879	746.595	0	0
CG13527-PA	873	740.595	0	0
blw-PA	1659	1526.59	6709	29.7342
CG30271-PF	813	680.595	0	0
CG30271-PG	1506	1373.59	0	0
CG30271-PH	1464	1331.59	0	0
CG30271-PI	1506	1373.59	0	0
CG30274-PA	1407	1274.59	1	0.00530823
MFS1-PA	1494	1361.59	0	0
CG30265-PA	1458	1325.59	0	0
CG30265-PB	1458	1325.59	0	0
CG12490-PB	1440	1307.59	0	0
CG9825-PA	1458	1325.59	0	0
CG9826-PA	1488	1355.59	0	0
CG9826-PC	1488	1355.59	0	0
CG3649-PB	1461	1328.59	0	0
RpL23-PA	423	290.595	20576	479.066
fd59A-PA	1371	1238.59	0	0
CG13532-PA	792	659.595	0	0
PIP5K59B-PA	2190	2057.59	0	0
PIP5K59B-PE	2253	2120.59	0	0
PIP5K59B-PF	2334	2201.59	0	0
PIP5K59B-PH	2271	2138.59	0	0
PIP5K59B-PI	2346	2213.59	0	0
PIP5K59B-PJ	2676	2543.59	0	0
asrij-PA	774	641.595	191.066	2.01486
asrij-PB	777	644.595	277.934	2.91727
MED23-PA	4320	4187.59	214	0.345757
CG3700-PA	1083	950.595	67	0.476871
YME1L-PB	2211	2078.59	1113.75	3.62527
YME1L-PD	2220	2087.59	106.63	0.345585
YME1L-PC	2223	2090.59	202.619	0.655742
EMC8-9-PA	612	479.595	514	7.25121
inaD-PA	2025	1892.59	0	0
inaD-PB	2061	1928.59	0	0
CG13531-PB	5448	5315.59	220	0.280022
CG13531-PC	5448	5315.59	220	0.280022
CycB-PB	1575	1442.59	0	0
CycB-PC	1503	1370.59	1	0.00493643
CycB-PA	1593	1460.59	0	0
CycB-PE	1587	1454.59	0	0
jbug-PC	1233	1100.59	15.1912	0.0933871
jbug-PL	4842	4709.59	0	0
jbug-PF	8868	8735.59	0	0
jbug-PG	1233	1100.59	15.1912	0.0933871
jbug-PH	1233	1100.59	15.1912	0.0933871
jbug-PI	5259	5126.59	1572.48	2.07529
jbug-PM	8520	8387.59	4.33776	0.00349904
jbug-PN	8973	8840.59	548.225	0.419565
jbug-PJ	1233	1100.59	15.1912	0.0933871
jbug-PK	1233	1100.59	15.1912	0.0933871
Obp58c-PA	600	467.595	0	0
CG30259-PA	1623	1490.59	433	1.9654
robo1-PA	4188	4055.59	102.5	0.170998
robo1-PC	4188	4055.59	102.5	0.170998
Ppa-PA	1617	1484.59	0	0
Ppa-PB	1689	1556.59	176	0.764995
Ppa-PC	1617	1484.59	0	0
CG30196-PA	444	311.595	34	0.738262
Cyp6d2-PA	1539	1406.59	81	0.389617
CG3746-PA	456	323.595	35.5	0.742248
CG3746-PB	456	323.595	35.5	0.742248
CG30195-PA	462	329.595	42	0.862166
CG2852-PA	618	485.595	14975.5	208.655
CG2852-PD	618	485.595	14975.5	208.655
Ugt317A1-PA	1590	1457.59	102	0.473462
Ugt317A1-PB	1590	1457.59	102	0.473462
CG3732-PA	849	716.595	366	3.45565
Cdk9-PA	1215	1082.59	243	1.51867
CG17807-PA	1848	1715.59	173	0.682265
CG4329-PA	3516	3383.59	1	0.0019996
CG4294-PB	4002	3869.59	1743.13	3.04779
CG4294-PC	3996	3863.59	55.8748	0.0978467
nahoda-PA	4008	3875.59	518.148	0.904559
nahoda-PB	4008	3875.59	518.148	0.904559
nahoda-PC	3447	3314.59	114.704	0.234137
CG9849-PA	591	458.595	350	5.1637
CG9849-PB	591	458.595	350	5.1637
l(2)k09913-PB	1170	1037.59	116.442	0.75928
l(2)k09913-PA	1170	1037.59	116.442	0.75928
l(2)k09913-PC	1170	1037.59	116.442	0.75928
l(2)k09913-PD	951	818.595	15.3461	0.126839
l(2)k09913-PE	1170	1037.59	116.442	0.75928
l(2)k09913-PF	1167	1034.59	51.8877	0.339325
l(2)k09913-PG	867	734.595	0	0
l(2)k09913-PH	867	734.595	0	0
l(2)k09913-PI	867	734.595	0	0
CG3085-PA	1299	1166.59	1	0.00579965
CG3085-PB	1299	1166.59	1	0.00579965
Gr59a-PA	1104	971.595	0	0
Gr59b-PA	1101	968.595	0	0
CG30192-PA	213	86.5071	0	0
Klp59D-PA	2190	2057.59	0	0
CG9899-PA	2769	2636.59	1	0.00256613
CG13545-PB	297	165.722	0	0
CG13544-PA	1104	971.595	0	0
Gpdh2-PA	1077	944.595	0	0
Klp59C-PA	1881	1748.59	0	0
Gr59d-PA	1173	1040.59	0	0
Gr59c-PA	1194	1061.59	0	0
RpL37b-PA	270	139.385	0	0
CG9876-PA	828	695.595	0	0
CG9877-PA	267	136.455	0	0
Art7-PB	2073	1940.59	227	0.79143
Fib-PA	1035	902.595	511	3.83045
CG9890-PA	1359	1226.59	84	0.46334
DCTN3-p24-PA	579	446.595	73	1.10594
DCTN3-p24-PB	579	446.595	73	1.10594
CG9896-PA	762	629.595	1056	11.3481
CG9897-PC	799	666.595	82.7717	0.840121
CG32833-PA	807	674.595	10529	105.6
CG32834-PB	1671	1538.59	8	0.0351793
CG3831-PA	1302	1169.59	35	0.202467
CG3831-PC	1356	1223.59	0	0
CNBP-PA	498	365.595	1282	23.7252
CNBP-PB	498	365.595	1282	23.7252
CG3788-PA	1137	1004.59	0.5	0.00336745
CG3788-PB	1137	1004.59	0.5	0.00336745
Nup214-PA	5136	5003.59	613	0.828896
CG30187-PE	1470	1337.59	0	0
CG30187-PF	1503	1370.59	21	0.103665
CG13539-PA	783	650.595	160.5	1.66912
CG13539-PB	783	650.595	160.5	1.66912
CG3092-PA	1044	911.595	0	0
CG13540-PB	408	275.623	0	0
CG13541-PA	519	386.595	0	0
CG13541-PB	519	386.595	0	0
CG9861-PA	2697	2564.59	1	0.00263817
CG9863-PB	804	671.595	0	0
Rpi-PC	726	593.595	1696	19.3311
Rpi-PB	726	593.595	1696	19.3311
CG9875-PA	474	341.595	307.5	6.09054
CG9875-PB	474	341.595	307.5	6.09054
Ice1-PA	4188	4055.59	70	0.116779
yellow-d-PA	1299	1166.59	18	0.104394
yellow-d2-PA	1239	1106.59	19	0.116168
eIF2Bdelta-PC	1731	1598.59	0	0
eIF2Bdelta-PA	1881	1748.59	887	3.43207
eIF2Bdelta-PB	1731	1598.59	0	0
